Business Unit,Modelling Brand,Model Name,L1 Def,L1,L2 Def,L2,L3 Def,L3,L4 Def,L4,L5 Def,L5,L6 Def,L6,L7 Def,L7,L8 Def,L8,Impressions,Cost,Sessions,Avg Unit Price,TDP,Trade promo %,Rank,Metric 1
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,WALMART.COM,Audience As Per Source,(all),,,138069513,936573.18,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,WALMART.COM,Audience As Per Source,Custom: TUS Behavioral,,,28987836,380831.03,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,WALMART.COM,Audience As Per Source,Custom: TUS Broad,,,347975540,1899927.32,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,WALMART.COM,Audience As Per Source,Custom: TUS Contextual,,,33059651,361027.04,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,WALMART.COM,Audience As Per Source,Custom: TUS Walmart,,,577008850,3905342.21,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,WALMART.COM,Audience As Per Source,Demo: Broad,,,61449120,288528.71,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,AMAZON,Platform,AMAZON,Audience As Per Source,Category,,,8542431,37000.39,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,WALMART,Platform,Walmart,Audience As Per Source,Category,,,3024300,2850.12,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Earned Media,Master Channel,Influencer,,,,,,,,,,,294738884,,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Earned Media,Master Channel,PR,Channel,Online/Offline,,,,,,,,,20192528197,,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Owned Media,Master Channel,Digital,Channel,Digital Social,Platform,Facebook,,,,,,,2503411.429,,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Owned Media,Master Channel,Digital,Channel,Digital Social,Platform,Instagram,,,,,,,4531962,,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Owned Media,Master Channel,Digital,Channel,Digital Social,Platform,Twitter,,,,,,,1783964.206,,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Owned Media,Master Channel,Website,,,,,,,,,,,,,7247282,,,,,Sessions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Non-Media,Master Channel,Promotional Activities,Channel,Digital Coupon,Platform,Fetch,,,,,,,,2251721.881,,,,,,Cost
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Non-Media,Master Channel,Promotional Activities,Channel,Digital Coupon,Platform,Ibotta,,,,,,,,636270.1106,,,,,,Cost
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Non-Media,Master Channel,Promotional Activities,Channel,Non-Digital,,,,,,,,,,11361425.45,,,,,,Cost
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Non-Media,Master Channel,Promotional Activities,Channel,Shopper,Platform,Prism,,,,,,,,11991280.85,,,,,,Cost
