Business Unit,Modelling Brand,Model Name,L1 Def,L1,L2 Def,L2,L3 Def,L3,L4 Def,L4,L5 Def,L5,L6 Def,L6,L7 Def,L7,L8 Def,L8,Impressions,Cost,Sessions,Avg Unit Price,TDP,Trade promo %,Rank,Metric 1
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Competitive Deodorant purchasers,,,3747026,24876.93,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Competitive Deodorant Purchases,,,2328516,16092.43,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Competitive Purchasers,,,1830367,11133.38,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Competitive S&C Purchases,,,3268224,22355.4,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Competitive Shampoo and Conditioner Purchasers,,,2864638,18355.91,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current & Lapsed Condiments Shoppers,,,6770050,37487.27,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current and Lapsed Dove Shoppers,,,2845205,14396.76,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current and lapsed Nexxus Shoppers,,,175221,885.33,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current and Lapsed Skin Cleansing Shoppers,,,4326820,21680.62,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current OR Lapsed Dove and Nexxus,,,2076461,16686.53092,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current OR Lapsed Dove and Nexxus Scope3,,,921142,6009.896272,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,"Purchase_Current, lapsed category buyers DEO",,,913126,6169.91,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,"Purchase_Current, lapsed category buyers HAIR",,,242016,1574.63,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,"Purchase_Current, lapsed category buyers SKN",,,1363708,9525.93,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed (6 months) Body Wash purchasers,,,701534,4599.19,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed (6 months) Deodorant purchasers,,,916247,5972.61,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed (6 months) Shampoo and Conditioner purchasers,,,1009036,6743.08,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed Brand Purchasers,,,452609,2835.39,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed Buyers of D&N Products,,,1869811,12956.44,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed BW Purchases,,,1575277,11176.01,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed Deodorant Purchases,,,980804,7469.77,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed S&C Purchases,,,729163,5534.76,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed Skin Cleansing,,,1568577,13036.13328,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Lapsed Skin Cleansing Scope3,,,930057,5589.775946,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Members who purchased appetizers,,,125012,955.03,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,"Purchase_Members who purchased salsa, dips, olives, spreads",,,76869,645.78,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Members who purchased soda,,,147178,1176.89,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_New to brand buyers DEO,,,333447,2313.84,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_New to brand buyers HAIR,,,29921,196.4,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_New to brand buyers SKN,,,410234,2864.03,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Super Bowl OR Big Game Shoppers,,,1140468,6693.92,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_UL 1PD: Hair Engagers,,,522252,2706.016272,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_UL 1PD: Hair Engagers Scope3,,,437253,1752.974269,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_UL 1PD: HBA/PC Shoppers,,,979803,4727.253345,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_UL 1PD: PC/HBA Buyers,,,721595,4290.635883,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,COSTCO,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_UL 1PD: PC/HBA Buyers Scope3,,,295956,1203.649214,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,CVS,Platform,CVS MEDIA EXCHANGE,Audience As Per Source,Custom: TUS Health & Beauty,,,62968631.17,452503.27,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,CVS,Platform,TIKTOK,Audience As Per Source,Custom: TUS Behavioral,,,4502633,35995.09,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,DOLLAR GENERAL,Platform,DOLLAR GENERAL,Audience As Per Source,Custom: TUS Grocery,,,11132164,117133.76,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,KROGER,Platform,Kroger,Audience As Per Source,(all),,,605366,14240.986,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,KROGER,Platform,Kroger,Audience As Per Source,Custom: TUS Behavioral,,,39524245,636304.85,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,KROGER,Platform,Kroger,Audience As Per Source,Demo: Broad,,,12048018,177599.89,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,PUBLIX,Platform,AKI,Audience As Per Source,Custom: TUS Grocery,,,47280,140179.91,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,PUBLIX,Platform,INMAR,Audience As Per Source,Custom: TUS Grocery,,,14954867,48901.18,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,FACEBOOK.COM,Audience As Per Source,Custom: TUS Behavioral,,,2917930,23814,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,FACEBOOK.COM,Audience As Per Source,Custom: TUS Contextual,,,4196795,59772.68,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,SAM'S CLUB,Audience As Per Source,(all),,,18907449,152311.37,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,SAM'S CLUB,Audience As Per Source,Custom: TUS Club,,,18529102,290000.39,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,SAM'S CLUB,Audience As Per Source,Custom: TUS Health & Beauty,,,116723044,1722143.36,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_&Competitive BPC purchasers,,,2281093,14450.84421,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_&Competitive Hair Care purchasers,,,2208754,14067.76821,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_&Current and Lapsed (6month) BPC purchasers,,,2669601,16797.2892,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_&Current and Lapsed (6month) Hair purchasers,,,2540224,16058.23889,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_BPC competitive Shoppers,,,3699528,24233.04419,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Coupon Enthusiasts,,,152358,997.0899876,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current/Lapsed BPC Shoppers,,,2940719,20388.90785,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Current/Lapsed F&R Shoppers,,,1151898,7362.474796,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_F&R Competitive Shoppers,,,2225037,15048.26896,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_Price Sensative Shoppers 1PD,,,1056166,5364.791628,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,SAM'S CLUB,Platform,THE TRADE DESK INC,Audience As Per Source,Purchase_UL 1PD: Parents with kids in school,,,1252174,4759.20067,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,FACEBOOK.COM,Audience As Per Source,Custom: TUS Behavioral,,,6592106,47998.81,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,FACEBOOK.COM,Audience As Per Source,Custom: TUS Target,,,2968547,19399.97,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Bullseye_Omni,,,31600016,244464,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Facebook_Omni,,,460062,7612,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Google Search_Omni,,,12508370,93095,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Instagram_Omni,,,7728553,183448,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Meta_Omni,,,1721968,25028,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Pinterest_Omni,,,64029745,544010,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Snapchat_Omni,,,2004771,16360,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Target.com_App,,,27928806,363777,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Target.com_Omni,,,83365773,746412,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Display_Target.com_Web,,,23746285,180437,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Search_Google Search_Omni,,,182041058,1087877,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Search_Pinterest_Omni,,,79092866,196046,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Search_Target.com_App,,,8434481,94173,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Search_Target.com_Omni,,,164442776,1819587,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,TARGET,Platform,Target,Audience As Per Source,Search_Target.com_Web,,,62591150,595182,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WAKEFERN,Platform,INMAR,Audience As Per Source,Custom: TUS Behavioral,,,2822340,26741.27,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WAKEFERN,Platform,INMAR,Audience As Per Source,Custom: TUS Grocery,,,1044132,7961.55,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALGREENS,Platform,TIKTOK,Audience As Per Source,Custom: TUS Broad,,,5210834,33965.72,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALGREENS,Platform,WALGREENS ADV GROUP,Audience As Per Source,Custom: TUS Behavioral,,,21777419,244996.93,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALGREENS,Platform,WALGREENS ADV GROUP,Audience As Per Source,Demo: Broad,,,14878949,155166.38,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,GENESIS,Audience As Per Source,Demo: Broad,,,3726158,75575.91,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Scale Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,WALMART,Platform,VALASSIS DIGITAL,Audience As Per Source,(all),,,6418487,99999.93,,,,,,Impressions
